Open,High,Low,Close,Open_time,SMA_20,EMA_20,Upper_Band,Middle_Band,Lower_Band,RSI,MACD,Signal,ADX,SlowK,SlowD,CCI,ATR
6.4904692687073915,6.7333698963346915,6.506910629967775,6.3475518239026085,2024-04-30,6.96437759119515,7.038952219746768,7.539856435684289,6.96437759119515,6.388898746706012,36.12094884299658,-0.21779035434215732,-0.2536707754182815,27.046758958930305,52.58320130036312,62.47932002775764,-101.27277207213218,0.4708600915153262
6.377632407230578,6.954871271971897,6.480191087119844,6.692381132829169,2024-05-01,6.941996647836609,7.00594544956414,7.5232023278930935,6.941996647836609,6.360790967780124,42.775397295207526,-0.22086247692653327,-0.24710911571993183,26.3584013127678,45.823050866056754,55.197804202773135,-52.864758363080824,0.4806071884120378
6.779585771816473,7.3602069615765675,6.518113191108433,7.059236274149855,2024-05-02,6.921658461544102,7.0110207661913515,7.454554885460696,6.921658461544102,6.388762037627509,48.87701425036419,-0.19148766167302256,-0.23598482491054998,24.519777161053778,46.03789790373657,48.14805002338547,15.230627855269285,0.5064276585589019
6.960558228936748,7.478626407947154,6.528143014756229,6.991712971170379,2024-05-03,6.909144110102622,7.009181928570307,7.422768437083762,6.909144110102622,6.395519783121482,47.86537112135725,-0.1716774840149533,-0.22312335673143063,23.033719685789737,60.93529351868534,50.93208076282621,15.20792124716841,0.538145925318332
7.037139959103454,7.339820043103953,6.554977686435606,6.994291394570903,2024-05-04,6.912308679831166,7.007763782475125,7.427210968898162,6.912308679831166,6.39740639076417,47.90970795755612,-0.153994564792038,-0.2092975983435521,21.653809173044554,67.13124391104765,58.03481177782317,-11.645891636661629,0.5557670989861903
6.943617088646561,7.423799260339711,6.569252730463363,7.112210951975419,2024-05-05,6.924819227429937,7.017711131951343,7.446340370922622,6.924819227429937,6.403298083937253,50.003781178508625,-0.12897881364447006,-0.1932338414037357,20.607704187831764,64.52290519507109,64.1964808749347,7.988901574772692,0.5771084869069159
7.183879575422903,7.387782555030944,6.591100476493683,7.087875578083049,2024-05-06,6.941013006334089,7.024393460154363,7.461666690777653,6.941013006334089,6.420359321890524,49.56097691357053,-0.10985101777218365,-0.1765572766774253,19.63632098727703,62.75937159765069,64.80450690125647,5.581529307739649,0.592792314880512
7.103333935570461,7.202784477298568,6.608249615394155,7.033230214992657,2024-05-07,6.9523245170837225,7.025235055853249,7.470665489382923,6.9523245170837225,6.433983544784522,48.52190227653699,-0.09797216372820383,-0.160840254087581,18.734322301047634,59.85176493309273,62.378013908604835,-24.32364398420398,0.5929167825250763
6.9824568681285335,7.14169879672328,6.628025020542294,6.993686451264278,2024-05-08,6.965608839646936,7.022230426844775,7.473791223036117,6.965608839646936,6.457426456257754,47.74186450710208,-0.0907033656295928,-0.14681287639598337,17.896752092406054,55.89475679450074,59.50196444174805,-31.142682865132972,0.5872565677862127
6.789441504371456,7.217091512448573,6.645967419881661,6.87473541685365,2024-05-09,6.979995610489619,7.008183283036097,7.45999986379185,6.979995610489619,6.499991357187387,45.37864408093849,-0.0934637531619611,-0.1361430517491789,17.382469522015104,48.778950800084374,54.84182417589261,-24.645180158603292,0.5861042481276912
